,State,District,Name,Party,Incumbent,Winner,Vote Percentage,Raised,Spent,Total_Spent_Per_District,Percent_Spent,STATEFP20
527,NC,6,Kathy Manning,D,False,1,62.3,2002284.0,1695596.0,1753938.0,96.6736566514894,37
528,NC,6,Lee Haywood,R,False,0,37.7,73878.0,58342.0,1753938.0,3.326343348510609,37
529,NC,7,David Rouzer,R,True,1,60.3,1628458.0,1038883.0,1043002.0,99.60508225295828,37
530,NC,7,Christopher Ward,D,False,0,39.6,16260.0,4119.0,1043002.0,0.3949177470417123,37
531,NC,8,Richard Hudson,R,True,1,53.3,4135872.0,4359009.0,8211677.0,53.08305477675267,37
532,NC,8,Patricia Timmons-Goodson,D,False,0,46.7,3855743.0,3852668.0,8211677.0,46.91694522324734,37
533,NC,9,Dan Bishop,R,True,1,55.6,4090260.0,4029864.0,4824164.0,83.53497103332307,37
534,NC,9,Cynthia Wallace,D,False,0,44.4,811609.0,794300.0,4824164.0,16.46502896667692,37
535,NC,10,Patrick McHenry,R,True,1,68.9,2780234.0,2339363.0,2369918.0,98.71071488549393,37
536,NC,10,David Parker,D,False,0,31.1,30555.0,30555.0,2369918.0,1.2892851145060715,37
537,NC,11,Madison Cawthorn,R,False,1,54.5,4478970.0,4366783.0,6514904.0,67.02758782017357,37
538,NC,11,Moe Davis,D,False,0,42.3,2251413.0,2148121.0,6514904.0,32.97241217982644,37
539,NC,12,Alma Adams,D,True,1,100.0,824124.0,651883.0,651883.0,100.0,37
540,NC,13,Ted Budd,R,True,1,68.2,2294174.0,1293414.0,1483381.0,87.19364748503587,37
541,NC,13,Scott Huffman,D,False,0,31.8,193334.0,189967.0,1483381.0,12.806352514964125,37
542,ND,1,Kelly Armstrong,R,True,1,69.0,1269346.0,1080105.0,1106134.0,97.64684929673982,38
543,ND,1,Zach Raknerud,D,False,0,27.6,28047.0,26029.0,1106134.0,2.3531507032601837,38
544,OH,1,Steve Chabot,R,True,1,51.8,3177647.0,2861464.0,6901262.0,41.46290924761297,39
545,OH,1,Kate Schroder,D,False,0,44.7,4040303.0,4039798.0,6901262.0,58.53709075238702,39
546,OH,2,Brad Wenstrup,R,True,1,61.1,1794354.0,1757078.0,2028549.0,86.61747879888532,39
547,OH,2,Jaime Castle,D,False,0,38.9,284197.0,271471.0,2028549.0,13.382521201114688,39
548,OH,3,Joyce Beatty,D,True,1,70.8,2237887.0,2540687.0,2541935.0,99.95090354395371,39
549,OH,3,Nicholas Moss,I,False,0,0.0,1258.0,1248.0,2541935.0,0.049096456046279706,39
550,OH,4,Jim Jordan,R,True,1,67.9,18313823.0,12945651.0,12945651.0,100.0,39
551,OH,5,Bob Latta,R,True,1,68.0,1580952.0,1477090.0,1724513.0,85.6525871361944,39
552,OH,5,Nick Rubando,D,False,0,32.0,249319.0,247423.0,1724513.0,14.347412863805609,39
553,OH,6,Bill Johnson,R,True,1,74.4,1866123.0,1853361.0,1853935.0,99.96903882822214,39
554,OH,6,Shawna Roberts,D,False,0,25.6,262.0,574.0,1853935.0,0.030961171777867075,39
555,OH,7,Bob Gibbs,R,True,1,67.5,791888.0,453928.0,466904.0,97.2208419717972,39
556,OH,7,Quentin Potter,D,False,0,29.2,12976.0,12976.0,466904.0,2.7791580282028,39
557,OH,8,Warren Davidson,R,True,1,69.0,1016740.0,841533.0,879079.0,95.72893903733339,39
558,OH,8,Vanessa Enoch,D,False,0,31.0,40270.0,37546.0,879079.0,4.271060962666609,39
559,OH,9,Marcy Kaptur,D,True,1,63.1,1090395.0,979798.0,1103060.0,88.82544920493899,39
560,OH,9,Rob Weber,R,False,0,36.9,134898.0,123262.0,1103060.0,11.174550795061013,39
561,OH,10,Michael R Turner,R,True,1,58.4,1752255.0,1736283.0,3760293.0,46.17414121718706,39
562,OH,10,Desiree Tims,D,False,0,41.6,2040760.0,2024010.0,3760293.0,53.82585878281293,39
563,OH,11,Marcia Fudge,D,True,1,80.1,755787.0,499820.0,656647.0,76.11700045838936,39
564,OH,11,Laverne Gore,R,False,0,20.0,157044.0,156827.0,656647.0,23.882999541610637,39
565,OH,12,Troy Balderson,R,True,1,55.2,2016826.0,1995665.0,3021075.0,66.0581084547719,39
566,OH,12,Alaina Shearer,D,False,0,41.8,1033711.0,1025410.0,3021075.0,33.9418915452281,39
567,OH,13,Tim Ryan,D,True,1,52.5,1972446.0,2071454.0,2892114.0,71.6242167494089,39
568,OH,13,Christina Hagan,R,False,0,44.9,861723.0,820660.0,2892114.0,28.37578325059109,39
569,OH,14,David P Joyce,R,True,1,60.1,2917696.0,2501449.0,3076095.0,81.31897746981156,39
570,OH,14,Hillary O'Connor Mueri,D,False,0,39.9,579877.0,574646.0,3076095.0,18.681022530188436,39
571,OH,15,Steve Stivers,R,True,1,63.4,3004799.0,2293101.0,2348898.0,97.62454563799704,39
572,OH,15,Joel Newby,D,False,0,36.6,55797.0,55797.0,2348898.0,2.375454362002948,39
573,OH,16,Anthony Gonzalez,R,True,1,63.2,2338195.0,1839807.0,1900237.0,96.81987036353887,39
574,OH,16,Aaron Godfrey,D,False,0,36.8,60294.0,60430.0,1900237.0,3.1801296364611362,39
575,OK,1,Kevin Hern,R,True,1,63.7,1094104.0,830366.0,1004294.0,82.68156535835124,40
576,OK,1,Kojo Asamoa-Caesar,D,False,0,32.7,157355.0,173928.0,1004294.0,17.31843464164876,40
577,OK,2,Markwayne Mullin,R,True,1,75.0,1660206.0,1077939.0,1119661.0,96.2736935554601,40
578,OK,2,Danyell Lanier,D,False,0,22.0,41730.0,41722.0,1119661.0,3.72630644453991,40
579,OK,3,Frank D Lucas,R,True,1,78.5,872749.0,1036145.0,1036145.0,100.0,40
580,OK,4,Tom Cole,R,True,1,67.8,1812530.0,1753697.0,1755296.0,99.9089042531858,40
581,OK,4,Mary Brannon,D,False,0,28.8,-2084.0,1599.0,1755296.0,0.09109574681421254,40
582,OK,5,Kendra Horn,D,True,0,47.9,5949800.0,5946195.0,9455124.0,62.88859881689547,40
583,OK,5,Stephanie Bice,R,False,1,52.1,3720520.0,3508929.0,9455124.0,37.111401183104526,40
584,OR,1,Suzanne Bonamici,D,True,1,64.6,959223.0,864627.0,865299.0,99.92233898340342,41
585,OR,1,Chris Christensen,R,False,0,35.2,144.0,672.0,865299.0,0.07766101659657529,41
586,OR,2,Cliff Bentz,R,False,1,60.0,1450780.0,1361727.0,1366816.0,99.62767482967715,41
587,OR,2,Alex Spenser,D,False,0,36.9,20640.0,5089.0,1366816.0,0.3723251703228525,41
588,OR,3,Earl Blumenauer,D,True,1,73.0,1813365.0,1948453.0,1962955.0,99.26121587097005,41
589,OR,3,Joanna Harbour,R,False,0,23.5,17681.0,14502.0,1962955.0,0.7387841290299574,41
590,OR,4,Peter DeFazio,D,True,1,51.6,5182843.0,5781074.0,11112338.0,52.023921518585915,41
591,OR,4,Alek Skarlatos,R,False,0,46.2,5454621.0,5331264.0,11112338.0,47.97607848141408,41
592,OR,5,Kurt Schrader,D,True,1,51.9,2018692.0,1922073.0,2143114.0,89.68598963937524,41
593,OR,5,Amy Ryan Courser,R,False,0,45.2,231624.0,221041.0,2143114.0,10.314010360624772,41
594,PA,1,Brian Fitzpatrick,R,True,1,58.7,4203825.0,4272135.0,6601883.0,64.710855978514,42
595,PA,1,Christina Finello,D,False,0,41.3,2336814.0,2329748.0,6601883.0,35.28914402148599,42
596,PA,2,Brendan Boyle,D,True,1,65.1,1556650.0,756317.0,756317.0,100.0,42
597,PA,3,Dwight Evans,D,True,1,87.5,942386.0,781265.0,781265.0,100.0,42
598,PA,4,Madeleine Dean,D,True,1,56.0,1435995.0,1005928.0,1890568.0,53.20771323750323,42
599,PA,4,Kathy Barnette,R,False,0,44.0,1000389.0,884640.0,1890568.0,46.79228676249677,42
600,PA,5,Mary Gay Scanlon,D,True,1,60.3,1455042.0,1350276.0,1432713.0,94.24609115712637,42
601,PA,5,Dasha Pruett,R,False,0,39.7,105146.0,82437.0,1432713.0,5.753908842873625,42
602,PA,6,Chrissy Houlahan,D,True,1,54.7,3484484.0,1327283.0,1928673.0,68.8184570427439,42
603,PA,6,John Emmons,R,False,0,45.3,608859.0,601390.0,1928673.0,31.181542957256102,42
604,PA,7,Susan Wild,D,True,1,51.7,4581056.0,4528267.0,4528267.0,100.0,42
605,PA,8,Matt Cartwright,D,True,1,51.7,3885136.0,4144070.0,5530110.0,74.93648408440339,42
606,PA,8,Jim Bognet,R,False,0,48.3,1519527.0,1386040.0,5530110.0,25.063515915596618,42
607,PA,9,Dan Meuser,R,True,1,68.2,1071961.0,944010.0,1131358.0,83.44043176430449,42
608,PA,9,Gary Wegman,D,False,0,31.8,188787.0,187348.0,1131358.0,16.559568235695508,42
609,PA,10,Scott Perry,R,True,0,53.4,3956481.0,3839197.0,8365881.0,45.89112611092603,42
610,PA,10,Eugene DePasquale,D,False,0,46.6,4534580.0,4526684.0,8365881.0,54.10887388907396,42
611,PA,11,Lloyd Smucker,R,True,1,69.2,1349318.0,662704.0,686162.0,96.5812738099749,42
612,PA,11,Sarah Hammond,D,False,0,30.8,28733.0,23458.0,686162.0,3.418726190025096,42
613,PA,12,Fred Keller,R,True,1,71.8,1541938.0,1066158.0,1110729.0,95.98723000839989,42
614,PA,12,Lee Griffin,D,False,0,28.2,45850.0,44571.0,1110729.0,4.012769991600111,42
615,PA,13,John Joyce,R,True,1,79.0,1119769.0,461229.0,528756.0,87.22908108844155,42
616,PA,13,Todd Rowley,D,False,0,21.0,60348.0,67527.0,528756.0,12.770918911558452,42
617,PA,14,Guy Reschenthaler,R,True,1,67.8,2250282.0,1580488.0,1626447.0,97.1742700499924,42
618,PA,14,Bill Marx,D,False,0,32.2,60403.0,45959.0,1626447.0,2.825729950007593,42
619,PA,15,Glenn Thompson,R,True,1,76.3,1700061.0,1839073.0,1839073.0,100.0,42
620,PA,16,Mike Kelly,R,True,1,67.2,2239488.0,1319340.0,1898793.0,69.48308741395192,42
621,PA,16,Kristy Gnibus,D,False,0,32.8,584205.0,579453.0,1898793.0,30.516912586048083,42
622,PA,17,Conor Lamb,D,True,1,51.1,4063114.0,3448850.0,7181249.0,48.02576821942812,42
623,PA,17,Sean Parnell,R,False,0,48.9,3935774.0,3732399.0,7181249.0,51.97423178057188,42
624,PA,18,Mike Doyle,D,True,1,64.6,1008711.0,999692.0,1051358.0,95.08578429041296,42
625,PA,18,Luke Negron,R,False,0,35.4,57714.0,51666.0,1051358.0,4.91421570958703,42
626,RI,1,David Cicilline,D,True,1,70.8,1574854.0,1743173.0,1743173.0,100.0,44
627,RI,2,Jim Langevin,D,True,1,58.2,1102312.0,1422339.0,1470216.0,96.74353972477515,44
628,RI,2,Bob Lancia,R,False,0,41.5,55549.0,47877.0,1470216.0,3.256460275224865,44
629,SC,1,Joe Cunningham,D,True,0,49.3,6941746.0,6993962.0,12701201.0,55.06535956717794,45
630,SC,1,Nancy Mace,R,False,1,50.6,5766726.0,5707239.0,12701201.0,44.93464043282206,45
631,SC,2,Joe Wilson,R,True,1,55.7,1648065.0,1723956.0,4231620.0,40.739858493910134,45
632,SC,2,Adair Boroughs,D,False,0,42.6,2510526.0,2507664.0,4231620.0,59.260141506089866,45
633,SC,3,Jeff Duncan,R,True,1,71.2,1509647.0,1271872.0,1316979.0,96.57496436921166,45
634,SC,3,Hosea Cleveland,D,False,0,28.7,43214.0,45107.0,1316979.0,3.4250356307883423,45
635,SC,4,William Timmons,R,True,1,61.6,977784.0,982233.0,1149741.0,85.43080572059273,45
636,SC,4,Kim Nelson,D,False,0,36.9,167825.0,167508.0,1149741.0,14.569194279407274,45
637,SC,5,Ralph Norman,R,True,1,60.1,991246.0,859747.0,1337042.0,64.30216851826644,45
638,SC,5,Moe Brown,D,False,0,39.9,480648.0,477295.0,1337042.0,35.69783148173356,45
639,SD,1,Dusty Johnson,R,True,1,81.8,1693504.0,699356.0,699356.0,100.0,46
640,TN,1,Diana Harshbarger,R,False,1,74.8,2126946.0,1869100.0,2004095.0,93.26404187426245,47
641,TN,1,Blair Nicole Walsingham,D,False,0,22.4,140209.0,134995.0,2004095.0,6.735958125737553,47
642,TN,2,Tim Burchett,R,True,1,67.7,1336276.0,878488.0,1695281.0,51.819609846391245,47
643,TN,2,Renee Hoyos,D,False,0,31.0,812784.0,816793.0,1695281.0,48.180390153608755,47
644,TN,3,Chuck Fleischmann,R,True,1,67.3,1051653.0,381411.0,459171.0,83.0651325976597,47
645,TN,3,Meg Gorman,D,False,0,30.5,85843.0,77760.0,459171.0,16.934867402340302,47
646,TN,4,Scott Desjarlais,R,True,1,66.7,331464.0,392499.0,695495.0,56.43448191575784,47
647,TN,4,Christopher Hale,D,False,0,33.3,308731.0,302996.0,695495.0,43.56551808424216,47
648,TN,5,Jim Cooper,D,True,1,100.0,936569.0,1332131.0,1332131.0,100.0,47
649,TN,6,John Rose,R,True,1,73.7,1050429.0,625688.0,625688.0,100.0,47
650,TN,7,Mark Green,R,True,1,69.9,1194960.0,935487.0,1143727.0,81.79285791102248,47
651,TN,7,Kiran Sreepada,D,False,0,27.3,206644.0,207191.0,1143727.0,18.115424397605373,47
652,TN,7,Ronald Brown,I,False,0,2.2,1750.0,0.0,1143727.0,0.0,47
653,TN,7,Scott Vieira Jr,I,False,0,0.6,655.0,1049.0,1143727.0,0.09171769137215437,47
654,TN,8,David Kustoff,R,True,1,68.5,1641217.0,999285.0,1015168.0,98.43543137687554,47
655,TN,8,Erika Stotts Pearson,D,False,0,29.5,19070.0,15883.0,1015168.0,1.5645686231244484,47
656,TN,9,Steve Cohen,D,True,1,77.4,607570.0,457311.0,567762.0,80.54625001320976,47
657,TN,9,Charlotte Bergmann,R,False,0,20.1,99147.0,100532.0,567762.0,17.706715137680927,47
658,TN,9,Dennis Clark,I,False,0,1.6,9991.0,9919.0,567762.0,1.74703484910931,47
659,TX,1,Louie Gohmert,R,True,1,72.6,552915.0,580441.0,1314852.0,44.14496840709069,48
660,TX,1,Hank Gilbert,D,False,0,27.4,968155.0,734411.0,1314852.0,55.85503159290932,48
661,TX,2,Dan Crenshaw,R,True,1,55.6,19427865.0,17596329.0,21421616.0,82.14286447857155,48
662,TX,2,Sima Ladjevardian,D,False,0,42.8,3832697.0,3825287.0,21421616.0,17.85713552142845,48
663,TX,3,Van Taylor,R,True,1,55.1,2655327.0,2825378.0,4460221.0,63.34614361037267,48
664,TX,3,Helane Seikaly,D,False,0,42.9,1635185.0,1634843.0,4460221.0,36.65385638962733,48
665,TX,4,Patrick Fallon,R,False,1,75.1,257174.0,95065.0,105660.0,89.97255347340526,48
666,TX,4,Tracy Shawn Jones,I,False,0,0.4,13002.0,10595.0,105660.0,10.027446526594739,48
667,TX,5,Lance Gooden,R,True,1,62.0,1610327.0,1311983.0,1601095.0,81.94285785665436,48
668,TX,5,Carolyn Salter,D,False,0,35.9,317848.0,289112.0,1601095.0,18.057142143345647,48
669,TX,6,Ron Wright,R,True,1,52.8,912134.0,907693.0,1585261.0,57.2582685122513,48
670,TX,6,Stephen Daniel,D,False,0,44.0,680402.0,677568.0,1585261.0,42.74173148774871,48
671,TX,7,Lizzie Fletcher,D,True,1,50.8,6265165.0,6246136.0,13546258.0,46.10967840712911,48
672,TX,7,Wesley Hunt,R,False,0,47.5,7524064.0,7300122.0,13546258.0,53.89032159287088,48
673,TX,8,Kevin Brady,R,True,1,72.5,3570477.0,3190447.0,3205428.0,99.5326365153109,48
674,TX,8,Elizabeth Hernandez,D,False,0,25.5,17227.0,14981.0,3205428.0,0.4673634846890961,48
675,TX,9,Al Green,D,True,1,75.5,460332.0,486155.0,574521.0,84.61918711413507,48
676,TX,9,Johnny Teague,R,False,0,21.6,89965.0,88366.0,574521.0,15.38081288586492,48
677,TX,10,Michael McCaul,R,True,1,52.5,3856477.0,3910930.0,6740695.0,58.01968491379598,48
678,TX,10,Mike Siegel,D,False,0,45.4,2873926.0,2829765.0,6740695.0,41.980315086204016,48
679,TX,11,August Pfluger,R,False,1,79.7,2578540.0,1984134.0,2119275.0,93.62324379799696,48
680,TX,11,Jon Mark Hogg,D,False,0,18.3,137730.0,135141.0,2119275.0,6.376756202003044,48
681,TX,12,Kay Granger,R,True,1,63.7,3161288.0,3271815.0,3370290.0,97.07814461070116,48
682,TX,12,Lisa Welch,D,False,0,33.0,98465.0,98475.0,3370290.0,2.9218553892988437,48
683,TX,13,Ronny Jackson,R,False,1,79.4,2128271.0,1741132.0,1759952.0,98.9306526541633,48
684,TX,13,Gus Trujillo,D,False,0,18.5,22826.0,18820.0,1759952.0,1.0693473458367047,48
685,TX,14,Randy Weber,R,True,1,61.6,936202.0,924659.0,1165593.0,79.3294915120458,48
686,TX,14,Adrienne Bell,D,False,0,38.4,244754.0,240934.0,1165593.0,20.6705084879542,48
687,TX,15,Vicente Gonzalez,D,True,1,50.5,1008381.0,657500.0,996332.0,65.99205887194228,48
688,TX,15,Monica De La Cruz,R,False,0,47.6,344893.0,338832.0,996332.0,34.007941128057716,48
689,TX,16,Veronica Escobar,D,True,1,64.7,1135549.0,1087693.0,1241364.0,87.62079454535495,48
690,TX,16,Irene Armendariz-Jackson,R,False,0,35.3,168997.0,153671.0,1241364.0,12.379205454645053,48
691,TX,17,Pete Sessions,R,False,1,55.9,1447958.0,1658637.0,1860733.0,89.13890386208016,48
692,TX,17,Rick Kennedy,D,False,0,40.9,200668.0,202096.0,1860733.0,10.86109613791984,48
693,TX,18,Sheila Jackson Lee,D,True,1,73.3,924480.0,838414.0,1109692.0,75.5537572587709,48
694,TX,18,Wendell Champion,R,False,0,23.5,305645.0,271278.0,1109692.0,24.4462427412291,48
695,TX,19,Jodey Arrington,R,True,1,74.8,2497184.0,1932700.0,1993506.0,96.94979598757165,48
696,TX,19,Tom Watson,D,False,0,22.9,49405.0,60806.0,1993506.0,3.050204012428355,48
697,TX,20,Joaquin Castro,D,True,1,64.7,674061.0,686934.0,927864.0,74.03391014200356,48
698,TX,20,Mauro Garza,R,False,0,33.1,263293.0,240930.0,927864.0,25.966089857996433,48
699,TX,21,Chip Roy,R,True,1,52.0,5005639.0,4679362.0,14881236.0,31.444713328919722,48
700,TX,21,Wendy Davis,D,False,0,45.4,10263486.0,10201874.0,14881236.0,68.55528667108027,48
701,TX,22,Sri Kulkarni,D,False,0,44.6,5639061.0,5630098.0,7417546.0,75.9024345787677,48
702,TX,22,Troy Nehls,R,False,1,51.5,1806655.0,1787448.0,7417546.0,24.097565421232307,48
703,TX,23,Gina Ortiz Jones,D,False,0,46.6,6755222.0,6842440.0,9606548.0,71.22683403028852,48
704,TX,23,Tony Gonzales,R,False,1,50.5,2797133.0,2764108.0,9606548.0,28.773165969711496,48
705,TX,24,Candace Valenzuela,D,False,0,47.5,4886999.0,4875031.0,8445347.0,57.72446058166704,48
706,TX,24,Beth Van Duyne,R,False,1,48.8,3410852.0,3342442.0,8445347.0,39.57731991355713,48
707,TX,24,Stephen Kuzmich,I,False,0,1.2,175504.0,201332.0,8445347.0,2.3839399375774613,48
708,TX,24,Mark Bauer,I,False,0,0.9,26342.0,26542.0,8445347.0,0.3142795671983638,48
709,TX,25,Roger Williams,R,True,1,55.9,2435121.0,3347267.0,5523586.0,60.599527191212374,48
710,TX,25,Julie Oliver,D,False,0,42.1,2190347.0,2176319.0,5523586.0,39.400472808787626,48
711,TX,26,Michael Burgess,R,True,1,60.6,1806588.0,2081391.0,2177328.0,95.59381958069707,48
712,TX,26,Carol Iannuzzi,D,False,0,37.3,95937.0,95937.0,2177328.0,4.406180419302926,48
713,TX,27,Michael Cloud,R,True,1,63.1,1014427.0,829748.0,1141844.0,72.66736962317094,48
714,TX,27,Ricardo De La Fuente,D,False,0,34.9,312096.0,312096.0,1141844.0,27.33263037682906,48
715,TX,28,Henry Cuellar,D,True,1,58.3,2655317.0,3650848.0,3678202.0,99.25632143096001,48
716,TX,28,Sandra Whitten,R,False,0,39.0,24760.0,27354.0,3678202.0,0.743678569039982,48
717,TX,29,Sylvia Garcia,D,True,1,71.1,818984.0,758382.0,758382.0,100.0,48
718,TX,29,Jaimy Blanco,R,False,0,27.4,4378.0,0.0,758382.0,0.0,48
719,TX,30,Eddie Bernice Johnson,D,True,1,77.5,589096.0,494547.0,799993.0,61.81891591551426,48
720,TX,30,Tre Pennie,R,False,0,18.4,311109.0,305446.0,799993.0,38.18108408448574,48
721,TX,31,John Carter,R,True,1,53.4,2160187.0,2214487.0,3249759.0,68.14311461249896,48
722,TX,31,Donna Imam,D,False,0,44.3,1035222.0,1035272.0,3249759.0,31.856885387501045,48
723,TX,32,Colin Allred,D,True,1,52.0,5667725.0,5611747.0,11538654.0,48.6343294460515,48
724,TX,32,Genevieve Collins,R,False,0,45.9,5923081.0,5915256.0,11538654.0,51.264696904855626,48
725,TX,32,Jason Sigmon,I,False,0,0.7,11791.0,11651.0,11538654.0,0.10097364909286646,48
726,TX,33,Marc Veasey,D,True,1,66.8,1621929.0,1613446.0,1639031.0,98.43901671170345,48
727,TX,33,Fabian Cordova Vasquez,R,False,0,25.2,36692.0,25585.0,1639031.0,1.5609832882965606,48
728,TX,34,Filemon Vela,D,True,1,55.4,983026.0,1024180.0,1061626.0,96.47276912961816,48
729,TX,34,Rey Gonzalez,R,False,0,41.8,37118.0,37446.0,1061626.0,3.5272308703818487,48
730,TX,35,Lloyd Doggett,D,True,1,65.4,1336576.0,424804.0,441878.0,96.1360375488257,48
731,TX,35,Jennifer Sharon,R,False,0,30.0,19011.0,14442.0,441878.0,3.268322930763695,48
732,TX,35,Jason Mata,I,False,0,1.9,2632.0,2632.0,441878.0,0.5956395204106111,48
733,TX,36,Brian Babin,R,True,1,73.6,1345351.0,1297185.0,1309463.0,99.06236373230858,48
734,TX,36,Brandon Rashad Lewis,D,False,0,24.3,21714.0,12278.0,1309463.0,0.9376362676914125,48
735,UT,1,Blake Moore,R,False,1,69.6,844377.0,816015.0,856919.0,95.22662001892827,49
736,UT,1,Darren Parry,D,False,0,30.5,41218.0,40904.0,856919.0,4.773379981071723,49
737,UT,2,Chris Stewart,R,True,1,59.0,835139.0,812462.0,1119334.0,72.584411802018,49
738,UT,2,John Kael Weston,D,False,0,36.6,344774.0,306872.0,1119334.0,27.415588197982014,49
739,UT,3,John Curtis,R,True,1,68.8,874311.0,687265.0,877465.0,78.32392175186475,49
740,UT,3,Devin Thorpe,D,False,0,26.8,191412.0,190200.0,877465.0,21.67607824813525,49
741,UT,4,Ben McAdams,D,True,0,46.7,5613542.0,5555591.0,10604737.0,52.387824422236974,49
742,UT,4,Burgess Owens,R,False,1,47.7,5129475.0,5049146.0,10604737.0,47.61217557776303,49
743,VT,1,Peter Welch,D,True,1,64.4,847320.0,865252.0,865252.0,100.0,50
744,VA,1,Rob Wittman,R,True,1,58.5,1969785.0,2140375.0,3699483.0,57.856057184206556,51
745,VA,1,Qasim Rashid,D,False,0,41.7,1559108.0,1559108.0,3699483.0,42.14394281579345,51
746,VA,2,Elaine Luria,D,True,1,51.6,6522276.0,6387474.0,8833884.0,72.30651885399446,51
747,VA,2,Scott Taylor,R,False,0,45.8,2452292.0,2446410.0,8833884.0,27.69348114600554,51
748,VA,3,Bobby Scott,D,True,1,68.4,873126.0,832419.0,997499.0,83.45060997554884,51
749,VA,3,John Collick,R,False,0,31.4,167146.0,165080.0,997499.0,16.549390024451153,51
750,VA,4,Donald McEachin,D,True,1,61.6,961412.0,963788.0,1487217.0,64.80479983754893,51
751,VA,4,Leon Benjamin,R,False,0,38.2,545354.0,523429.0,1487217.0,35.19520016245107,51
752,VA,5,Cameron Webb,D,False,0,47.3,5755917.0,5750924.0,7074454.0,81.29141839073377,51
753,VA,5,Bob Good,R,False,1,52.4,1373867.0,1323530.0,7074454.0,18.708581609266243,51
754,VA,6,Ben Cline,R,True,1,64.6,892955.0,672928.0,727133.0,92.54538028118652,51
755,VA,6,Nicholas Betts,D,False,0,35.3,56190.0,54205.0,727133.0,7.454619718813476,51
756,VA,7,Abigail Spanberger,D,True,1,50.8,8387680.0,7852213.0,11452321.0,68.5643809669673,51
757,VA,7,Nick Freitas,R,False,0,49.0,3629431.0,3600108.0,11452321.0,31.43561903303269,51
758,VA,8,Don Beyer,D,True,1,75.8,1729482.0,2071906.0,2167941.0,95.57022077630342,51
759,VA,8,Jeff Jordan,R,False,0,24.0,96035.0,96035.0,2167941.0,4.429779223696586,51
760,VA,9,Morgan Griffith,R,True,1,94.0,873612.0,463916.0,463916.0,100.0,51
761,VA,10,Jennifer Wexton,D,True,1,56.5,3855331.0,1772250.0,3185395.0,55.63674206809517,51
762,VA,10,Aliscia Andrews,R,False,0,43.4,1567598.0,1413145.0,3185395.0,44.36325793190484,51
763,VA,11,Gerry Connolly,D,True,1,71.4,1998592.0,1811776.0,2080102.0,87.10034411774038,51
764,VA,11,Manga Anantatmula,R,False,0,28.3,282152.0,268326.0,2080102.0,12.89965588225962,51
765,WA,1,Suzan DelBene,D,True,1,58.6,2182985.0,1897162.0,1959441.0,96.82159350549468,53
766,WA,1,Jeffrey Beeler,R,False,0,41.3,61970.0,62279.0,1959441.0,3.17840649450532,53
767,WA,2,Rick Larsen,D,True,1,63.2,1275127.0,1219489.0,1268811.0,96.11273861906935,53
768,WA,2,Tim Hazelo,R,False,0,36.6,49478.0,49322.0,1268811.0,3.887261380930651,53
769,WA,3,Jaime Herrera Beutler,R,True,1,56.4,4566383.0,4540148.0,8682833.0,52.28878639034057,53
770,WA,3,Carolyn Long,D,False,0,43.4,4130540.0,4142685.0,8682833.0,47.711213609659424,53
771,WA,4,Dan Newhouse,R,True,1,66.3,1173464.0,991174.0,1045401.0,94.81280389056448,53
772,WA,4,Doug McKinley,D,False,0,33.5,57666.0,54227.0,1045401.0,5.187196109435518,53
773,WA,5,Cathy McMorris Rodgers,R,True,1,60.9,4349448.0,3432572.0,3542208.0,96.90486837588307,53
774,WA,5,Dave Wilson,D,False,0,38.9,109636.0,109636.0,3542208.0,3.0951316241169353,53
775,WA,6,Derek Kilmer,D,True,1,59.4,2524026.0,2531111.0,2676219.0,94.57787273761976,53
776,WA,6,Elizabeth Kreiselmaier,R,False,0,40.4,156123.0,145108.0,2676219.0,5.422127262380246,53
777,WA,7,Pramila Jayapal,D,True,1,83.0,2630000.0,1530626.0,1534329.0,99.75865671573698,53
778,WA,7,Craig Keller,R,False,0,16.7,2904.0,3703.0,1534329.0,0.24134328426302312,53
779,WA,8,Kim Schrier,D,True,1,51.7,5422491.0,3774398.0,4616667.0,81.75590745444711,53
780,WA,8,Jesse Jensen,R,False,0,48.1,852396.0,842269.0,4616667.0,18.244092545552885,53
781,WA,9,Adam Smith,D,True,1,74.2,1324761.0,930710.0,949038.0,98.06878122899188,53
782,WA,9,Doug Basler,R,False,0,25.7,22536.0,18328.0,949038.0,1.9312187710081155,53
783,WA,10,Marilyn Strickland,D,False,1,49.6,1812659.0,1780633.0,3258311.0,54.64895769618063,53
784,WA,10,Beth Doglio,D,False,0,35.7,1477678.0,1477678.0,3258311.0,45.35104230381937,53
785,WV,1,David McKinley,R,True,1,69.0,1092609.0,1085864.0,1167745.0,92.98810956159093,54
786,WV,1,Natalie Ms. Cline,D,False,0,31.0,81032.0,81881.0,1167745.0,7.01189043840907,54
787,WV,2,Alex Mooney,R,True,1,63.1,2155978.0,864001.0,1505568.0,57.3870459520925,54
788,WV,2,Catherine Kunkel,D,False,0,36.9,641567.0,641567.0,1505568.0,42.6129540479075,54
789,WV,3,Carol Miller,R,True,1,71.3,869210.0,720796.0,819565.0,87.9486068829196,54
790,WV,3,Hilary Turner,D,False,0,28.7,99214.0,98769.0,819565.0,12.051393117080403,54
791,WI,1,Bryan Steil,R,True,1,59.4,3500849.0,3151701.0,3678132.0,85.68754465581986,55
792,WI,1,Roger Polack,D,False,0,40.7,536228.0,526431.0,3678132.0,14.312455344180144,55
