,State,District,Name,Party,Incumbent,Winner,Vote Percentage,Raised,Spent,Total_Spent_Per_District,Percent_Spent,STATEFP20
262,IL,8,Raja Krishnamoorthi,D,True,1,73.2,6358878.0,2207703.0,2207703.0,100.0,17
263,IL,9,Jan Schakowsky,D,True,1,71.0,1834801.0,1514838.0,1549553.0,97.75967650025524,17
264,IL,9,Sargis Sangari,R,False,0,29.0,35364.0,34715.0,1549553.0,2.240323499744765,17
265,IL,10,Brad Schneider,D,True,1,63.8,3459512.0,2873333.0,2938097.0,97.79571607064028,17
266,IL,10,Valerie Ramirez Mukherjee,R,False,0,36.2,130225.0,64764.0,2938097.0,2.2042839293597183,17
267,IL,11,Bill Foster,D,True,1,63.3,2381354.0,1823906.0,1843970.0,98.91191288361524,17
268,IL,11,Rick Laib,R,False,0,36.7,20343.0,20064.0,1843970.0,1.0880871163847567,17
269,IL,12,Mike Bost,R,True,1,60.6,1918041.0,1509573.0,1614382.0,93.50779431386128,17
270,IL,12,Ray Lenzi,D,False,0,39.4,161324.0,104809.0,1614382.0,6.49220568613872,17
271,IL,13,Rodney Davis,R,True,1,54.4,4943459.0,4822600.0,10104480.0,47.72734470254778,17
272,IL,13,Betsy Dirksen Londrigan,D,False,0,45.6,5297007.0,5281880.0,10104480.0,52.27265529745222,17
273,IL,14,Lauren A Underwood,D,True,1,50.7,7803579.0,7301503.0,9650301.0,75.66088353099039,17
274,IL,14,Jim Oberweis,R,False,0,49.3,2438857.0,2348798.0,9650301.0,24.33911646900962,17
275,IL,15,Mary Miller,R,False,1,73.5,689057.0,570356.0,593705.0,96.06723878020229,17
276,IL,15,Erika Weaver,D,False,0,26.5,58689.0,23349.0,593705.0,3.9327612197977113,17
277,IL,16,Adam Kinzinger,R,True,1,64.8,2105736.0,1588550.0,1964717.0,80.8538837908971,17
278,IL,16,Dani Brzozowski,D,False,0,35.2,459344.0,376167.0,1964717.0,19.14611620910289,17
279,IL,17,Cheri Bustos,D,True,1,52.0,4975192.0,6391009.0,8421596.0,75.88833518017249,17
280,IL,17,Esther Joy King,R,False,0,48.0,2032878.0,2030587.0,8421596.0,24.1116648198275,17
281,IN,1,Frank Mrvan Jr,D,False,1,56.6,578635.0,464407.0,479750.0,96.80187597707139,18
282,IN,1,Mark Leyva,R,False,0,40.4,16551.0,15343.0,479750.0,3.1981240229286083,18
283,IN,2,Jackie Walorski,R,True,1,61.5,2383467.0,1698202.0,2565503.0,66.19372497323137,18
284,IN,2,Pat Hackett,D,False,0,38.5,881888.0,867301.0,2565503.0,33.80627502676863,18
285,IN,3,Jim Banks,R,True,1,67.8,1202509.0,769591.0,859474.0,89.54209202372614,18
286,IN,3,Chip Coldiron,D,False,0,32.2,94056.0,89883.0,859474.0,10.45790797627386,18
287,IN,4,Jim Baird,R,True,1,66.6,327727.0,190158.0,233371.0,81.48313200869003,18
288,IN,4,Joe Mackey,D,False,0,33.4,44585.0,43213.0,233371.0,18.516867991309972,18
289,IN,5,Christina Hale,D,False,0,45.9,4010368.0,3998905.0,7009108.0,57.05298020803789,18
290,IN,5,Victoria Spartz,R,False,1,50.0,3119328.0,3010203.0,7009108.0,42.94701979196211,18
291,IN,6,Greg Pence,R,True,1,68.7,3114448.0,2804148.0,2949463.0,95.07317094671131,18
292,IN,6,Jeannine Lee Lake,D,False,0,27.7,143089.0,145315.0,2949463.0,4.926829053288683,18
293,IN,7,Andre Carson,D,True,1,62.4,1011635.0,873962.0,933805.0,93.59148858701764,18
294,IN,7,Susan Marie Smith,R,False,0,37.6,62905.0,59843.0,933805.0,6.408511412982368,18
295,IN,8,Larry Bucshon,R,True,1,66.9,1051336.0,1078646.0,1147126.0,94.0302983281697,18
296,IN,8,Thomasina Marsili,D,False,0,29.8,68734.0,68480.0,1147126.0,5.969701671830296,18
297,IN,9,Trey Hollingsworth,R,True,1,60.9,1166754.0,501136.0,636042.0,78.78976545574035,18
298,IN,9,Andy Ruff,D,False,0,34.8,148263.0,134906.0,636042.0,21.210234544259656,18
299,IA,1,Abby Finkenauer,D,True,0,48.7,5901441.0,5875405.0,10934616.0,53.7321566664984,19
300,IA,1,Ashley Hinson,R,False,1,51.3,5175883.0,5059211.0,10934616.0,46.26784333350161,19
301,IA,2,Rita Hart,D,False,0,50.0,4232992.0,4114400.0,5836326.0,70.4964047587472,19
302,IA,2,Mariannette Miller-Meeks,R,False,1,50.0,2174194.0,1721926.0,5836326.0,29.5035952412528,19
303,IA,3,Cindy Axne,D,True,1,49.0,6236976.0,6236994.0,9331576.0,66.8375202645298,19
304,IA,3,David Young,R,False,0,47.6,3170072.0,3094582.0,9331576.0,33.16247973547019,19
305,IA,4,J.D. Scholten,D,False,0,62.1,2885915.0,2902003.0,4796291.0,60.50514866591706,19
306,IA,4,Randy Feenstra,R,False,1,37.9,1906234.0,1894288.0,4796291.0,39.494851334082945,19
307,KS,1,Tracey Mann,R,False,1,71.4,1403353.0,1127156.0,1720080.0,65.52927770801358,20
308,KS,1,Kali Barnett,D,False,0,28.6,603036.0,592924.0,1720080.0,34.47072229198642,20
309,KS,2,Michelle De La Isla,D,False,0,40.5,1825085.0,1810968.0,3389428.0,53.429900266357635,20
310,KS,2,Jake Laturner,R,False,1,55.3,1593407.0,1578460.0,3389428.0,46.57009973364237,20
311,KS,3,Sharice Davids,D,True,1,53.4,5638552.0,5168034.0,7307707.0,70.72032307808729,20
312,KS,3,Amanda Adkins,R,False,0,43.8,2182382.0,2139673.0,7307707.0,29.279676921912717,20
313,KS,4,Ron Estes,R,True,1,64.0,1993808.0,1420188.0,1678872.0,84.59179734964904,20
314,KS,4,Laura Lombard,D,False,0,36.0,264459.0,258684.0,1678872.0,15.40820265035095,20
315,KY,1,James Comer,R,True,1,75.0,736116.0,502554.0,502554.0,100.0,21
316,KY,2,Brett Guthrie,R,True,1,71.0,1412797.0,1566622.0,1637744.0,95.65731884836703,21
317,KY,2,Hank Linderman,D,False,0,26.3,93388.0,71122.0,1637744.0,4.342681151632978,21
318,KY,3,John Yarmuth,D,True,1,62.7,658295.0,690226.0,735894.0,93.79421492769339,21
319,KY,3,Rhonda Palazzo,R,False,0,37.3,46144.0,45668.0,735894.0,6.205785072306609,21
320,KY,4,Thomas Massie,R,True,1,67.1,1457316.0,1563275.0,1669634.0,93.62980150140689,21
321,KY,4,Alexandra Owensby,D,False,0,32.9,156174.0,106359.0,1669634.0,6.370198498593105,21
322,KY,5,Hal Rogers,R,True,1,84.2,664168.0,835781.0,835781.0,100.0,21
323,KY,6,Andy Barr,R,True,1,57.3,4536264.0,4316239.0,7251854.0,59.51911056124406,21
324,KY,6,Josh Hicks,D,False,0,41.0,2936320.0,2935615.0,7251854.0,40.48088943875594,21
325,LA,1,Steve Scalise,R,True,1,72.2,37262827.0,32830607.0,32830607.0,100.0,22
326,LA,2,Cedric Richmond,D,True,1,63.6,1628289.0,1302079.0,1302079.0,100.0,22
327,LA,3,Clay Higgins,R,True,1,67.8,751498.0,720424.0,783569.0,91.94136062044312,22
328,LA,3,Robert Jon Anderson,D,False,0,11.6,63617.0,48015.0,783569.0,6.127730933714835,22
329,LA,3,Braylon Harris,D,False,0,17.9,23006.0,15130.0,783569.0,1.9309084458420382,22
330,LA,4,Mike Johnson,R,True,1,60.4,1299787.0,1039393.0,1072800.0,96.88599925428785,22
331,LA,4,Kenny Houston,D,False,0,25.5,33677.0,33407.0,1072800.0,3.114000745712155,22
332,LA,6,Garret Graves,R,True,1,71.1,1743015.0,1200287.0,1298401.0,92.44347470465596,22
333,LA,6,Dartanyon Williams,D,False,0,25.6,111316.0,98114.0,1298401.0,7.556525295344042,22
334,ME,1,Chellie Pingree,D,True,1,61.5,487080.0,264790.0,334643.0,79.12611350005827,23
335,ME,1,Jay Allen,R,False,0,38.5,79585.0,69853.0,334643.0,20.87388649994173,23
336,ME,2,Jared Golden,D,True,1,52.9,5272142.0,5233990.0,6430107.0,81.39817891055313,23
337,ME,2,Dale Crafts,R,False,0,47.1,1199805.0,1196117.0,6430107.0,18.60182108944688,23
338,MD,1,Andy Harris,R,True,1,63.5,1468096.0,973953.0,973953.0,100.0,24
339,MD,1,Mia Mason,D,False,0,36.3,2524.0,0.0,973953.0,0.0,24
340,MD,2,Dutch Ruppersberger,D,True,1,67.2,1012835.0,927353.0,994248.0,93.2717993900918,24
341,MD,2,Johnny Ray Salling,R,False,0,32.6,68320.0,66895.0,994248.0,6.728200609908192,24
342,MD,3,John Sarbanes,D,True,1,69.5,573599.0,687299.0,694041.0,99.02858764828014,24
343,MD,3,Charles Anthony,R,False,0,30.3,7798.0,6742.0,694041.0,0.9714123517198551,24
344,MD,4,Anthony Brown,D,True,1,79.3,1446636.0,846827.0,846827.0,100.0,24
345,MD,5,Steny H Hoyer,D,True,1,68.5,4587189.0,4342255.0,4384350.0,99.0398804839942,24
346,MD,5,Chris Palombi,R,False,0,31.2,43462.0,42095.0,4384350.0,0.9601195160057934,24
347,MD,6,David Trone,D,True,1,57.9,2944893.0,2959748.0,3221007.0,91.88890306664965,24
348,MD,6,Neil Parrott,R,False,0,40.2,315936.0,261259.0,3221007.0,8.111096933350346,24
349,MD,7,Kweisi Mfume,D,True,1,71.6,1014126.0,713389.0,8212843.0,8.68626126178231,24
350,MD,7,Kimberly Klacik,R,False,0,28.1,8296845.0,7499454.0,8212843.0,91.3137387382177,24
351,MD,8,Jamie Raskin,D,True,1,67.3,2072652.0,1399252.0,1426509.0,98.08925145232172,24
352,MD,8,Gregory Coll,R,False,0,32.5,30876.0,27257.0,1426509.0,1.9107485476782833,24
353,MA,1,Richard E Neal,D,True,1,96.5,4949384.0,5873122.0,5873122.0,100.0,25
354,MA,2,James P McGovern,D,True,1,65.3,1052549.0,1089412.0,1111731.0,97.99241003444179,25
355,MA,2,Tracy Lovvorn,R,False,0,34.6,26311.0,22319.0,1111731.0,2.007589965558215,25
356,MA,3,Lori Trahan,D,True,1,97.7,1449303.0,1232437.0,1232437.0,100.0,25
357,MA,4,Jake Auchincloss,D,False,1,60.8,2608686.0,2150904.0,2280282.0,94.32622807179112,25
358,MA,4,Julie Hall,R,False,0,38.9,131603.0,129378.0,2280282.0,5.67377192820888,25
359,MA,5,Katherine Clark,D,True,1,74.3,1788706.0,1514877.0,1661849.0,91.15611586852957,25
360,MA,5,Caroline Colarusso,R,False,0,25.6,148635.0,146972.0,1661849.0,8.843884131470428,25
361,MA,6,Seth Moulton,D,True,1,65.4,1289805.0,1802169.0,2101273.0,85.7655811500933,25
362,MA,6,John Paul Moran,R,False,0,34.4,300220.0,299104.0,2101273.0,14.2344188499067,25
363,MA,7,Ayanna Pressley,D,True,1,86.6,2163370.0,1748432.0,1748432.0,100.0,25
364,MA,8,Stephen Lynch,D,True,1,80.7,905614.0,1134662.0,1134662.0,100.0,25
365,MA,9,Bill Keating,D,True,1,61.3,708680.0,652448.0,676183.0,96.48985555685368,25
366,MA,9,Helen Brady,R,False,0,36.3,28233.0,23735.0,676183.0,3.5101444431463085,25
367,MI,1,John Bergman,R,True,1,61.6,1868512.0,1733466.0,2073254.0,83.61088414637088,26
368,MI,1,Dana Ferguson,D,False,0,36.9,346213.0,339788.0,2073254.0,16.38911585362913,26
369,MI,2,Bill Huizenga,R,True,1,59.2,2175411.0,1883610.0,2553474.0,73.76656272983394,26
370,MI,2,Bryan Berghoef,D,False,0,38.2,751576.0,669864.0,2553474.0,26.233437270166053,26
371,MI,3,Hillary Scholten,D,False,0,47.0,3793132.0,3765942.0,6653716.0,56.599079371587244,26
372,MI,3,Peter Meijer,R,False,1,53.0,2975972.0,2887774.0,6653716.0,43.400920628412756,26
373,MI,4,John Moolenaar,R,True,1,65.0,1528612.0,1036160.0,1059763.0,97.77280391936688,26
374,MI,4,Jerry Hilliard,D,False,0,32.4,23117.0,23603.0,1059763.0,2.2271960806331226,26
375,MI,5,Dan Kildee,D,True,1,54.5,1669951.0,1504094.0,1575200.0,95.48590655154901,26
376,MI,5,Tim Kelly,R,False,0,41.7,71106.0,71106.0,1575200.0,4.514093448450991,26
377,MI,6,Fred Upton,R,True,1,55.8,3616380.0,3464617.0,6562983.0,52.79027844503026,26
378,MI,6,Jon Hoadley,D,False,0,40.1,3116491.0,3098366.0,6562983.0,47.20972155496975,26
379,MI,7,Tim Walberg,R,True,1,58.8,2301635.0,1586358.0,3299198.0,48.08314020558936,26
380,MI,7,Gretchen Driskell,D,False,0,41.3,1712840.0,1712840.0,3299198.0,51.91685979441064,26
381,MI,8,Elissa Slotkin,D,True,1,50.9,8967420.0,7419974.0,9517105.0,77.96461213782973,26
382,MI,8,Paul Junge,R,False,0,47.3,2107608.0,2097131.0,9517105.0,22.03538786217027,26
383,MI,9,Andy Levin,D,True,1,57.8,1316607.0,907237.0,907237.0,100.0,26
384,MI,10,Lisa McClain,R,False,1,66.3,2266287.0,2137031.0,2178277.0,98.10648507972127,26
385,MI,10,Kimberly Bizon,D,False,0,33.7,41438.0,41246.0,2178277.0,1.893514920278734,26
386,MI,11,Haley Stevens,D,True,1,50.2,5776924.0,5707448.0,6998957.0,81.54712194974194,26
387,MI,11,Eric Esshaki,R,False,0,47.8,1298612.0,1291509.0,6998957.0,18.452878050258057,26
388,MI,12,Debbie Dingell,D,True,1,66.4,1630498.0,1689582.0,1699239.0,99.43168677272591,26
389,MI,12,Jeff Jones,R,False,0,30.7,10616.0,9657.0,1699239.0,0.5683132272740915,26
390,MI,13,Rashida Tlaib,D,True,1,77.9,4014411.0,3690334.0,3690334.0,100.0,26
391,MI,14,Brenda Lawrence,D,True,1,78.9,1084662.0,789570.0,831543.0,94.95239572697984,26
392,MI,14,Vance Patrick,R,False,0,18.7,39670.0,41973.0,831543.0,5.0476042730201565,26
393,MN,1,Jim Hagedorn,R,True,1,48.6,2386033.0,2305994.0,7169829.0,32.16246858886035,27
394,MN,1,Daniel Feehan,D,False,0,45.5,4861651.0,4863835.0,7169829.0,67.83753141113965,27
395,MN,2,Angie Craig,D,True,1,48.2,5380101.0,4435492.0,7391534.0,60.00773317149052,27
396,MN,2,Tyler Kistner,R,False,0,45.9,2990054.0,2956042.0,7391534.0,39.99226682850948,27
397,MN,3,Dean Phillips,D,True,1,55.6,2328616.0,2152031.0,3903245.0,55.1344073969223,27
398,MN,3,Kendall Qualls,R,False,0,44.3,1863927.0,1751214.0,3903245.0,44.8655926030777,27
399,MN,4,Betty McCollum,D,True,1,63.2,1171748.0,994072.0,1014147.0,98.0205039308897,27
400,MN,4,Gene Rechtzigel,R,False,0,29.0,20075.0,20075.0,1014147.0,1.9794960691102967,27
401,MN,5,Ilhan Omar,D,True,1,64.3,5718517.0,5605576.0,17606472.0,31.838155878133907,27
402,MN,5,Lacy Johnson,R,False,0,25.8,12050564.0,12000896.0,17606472.0,68.1618441218661,27
403,MN,6,Tom Emmer,R,True,1,65.5,2804265.0,2537612.0,2586826.0,98.09751409642551,27
404,MN,6,Tawnja Zahradka,D,False,0,34.3,49242.0,49214.0,2586826.0,1.9024859035744963,27
405,MN,7,Collin Peterson,D,True,0,39.9,2714012.0,2867577.0,5448078.0,52.63465390914007,27
406,MN,7,Michelle Fischbach,R,False,1,53.4,2618450.0,2580501.0,5448078.0,47.36534609085993,27
407,MN,8,Pete Stauber,R,True,1,56.7,2593190.0,2608759.0,4135764.0,63.07804313785796,27
408,MN,8,Quinn Nystrom,D,False,0,37.6,1530606.0,1527005.0,4135764.0,36.92195686214204,27
409,MS,1,Trent Kelly,R,True,1,68.7,876882.0,826673.0,844847.0,97.8488412694843,28
410,MS,1,Antonia Eliason,D,False,0,31.3,22281.0,18174.0,844847.0,2.1511587305157027,28
411,MS,2,Bennie G Thompson,D,True,1,66.0,1377392.0,1096904.0,1096904.0,100.0,28
412,MS,3,Michael Guest,R,True,1,64.7,766807.0,518162.0,518162.0,100.0,28
413,MS,4,Steven Palazzo,R,True,1,100.0,817129.0,747217.0,747217.0,100.0,28
414,MO,1,Cori Bush,D,False,1,78.8,1418014.0,1333512.0,1333512.0,100.0,29
415,MO,2,Ann Wagner,R,True,1,52.0,5598287.0,6513101.0,11343535.0,57.416854622478795,29
416,MO,2,Jill Schupp,D,False,0,45.4,4850948.0,4830434.0,11343535.0,42.583145377521205,29
417,MO,3,Blaine Luetkemeyer,R,True,1,69.4,2022905.0,2081391.0,2081391.0,100.0,29
418,MO,4,Vicky Hartzler,R,True,1,67.6,1700978.0,1335607.0,1720229.0,77.64123264983907,29
419,MO,4,Lindsey Simmons,D,False,0,29.7,395934.0,384622.0,1720229.0,22.35876735016094,29
420,MO,5,Emanuel Cleaver,D,True,1,58.5,1393847.0,928061.0,1004549.0,92.38583682826821,29
421,MO,5,Ryan Derks,R,False,0,38.7,76488.0,76488.0,1004549.0,7.614163171731791,29
422,MO,6,Sam Graves,R,True,1,67.1,1959516.0,1654756.0,1665286.0,99.36767618294996,29
423,MO,6,Gena Ross,D,False,0,30.8,10170.0,10530.0,1665286.0,0.6323238170500443,29
424,MO,7,Billy Long,R,True,1,68.7,1320420.0,1518234.0,1518234.0,100.0,29
425,MO,8,Jason Smith,R,True,1,76.9,1900227.0,1514786.0,1820173.0,83.22208932887149,29
426,MO,8,Kathryn Ellis,D,False,0,21.4,302428.0,305387.0,1820173.0,16.777910671128513,29
427,MT,1,Kathleen Williams,D,False,0,43.6,6201758.0,6232286.0,9720331.0,64.11598535070462,30
428,MT,1,Matt Rosendale,R,False,1,56.4,3674706.0,3488045.0,9720331.0,35.88401464929538,30
429,NE,1,Jeff Fortenberry,R,True,1,59.5,1472816.0,2458330.0,3598701.0,68.3115935444484,31
430,NE,1,Kate Bolz,D,False,0,37.7,1143509.0,1140371.0,3598701.0,31.6884064555516,31
431,NE,2,Don Bacon,R,True,1,50.6,3749272.0,3713961.0,8181967.0,45.39203103605771,31
432,NE,2,Kara Eastman,D,False,0,46.3,4414390.0,4468006.0,8181967.0,54.60796896394229,31
433,NE,3,Adrian Smith,R,True,1,78.5,1506473.0,1148409.0,1148409.0,100.0,31
434,NE,3,Mark Elworth Jr,D,False,0,17.7,255.0,0.0,1148409.0,0.0,31
435,NV,1,Dina Titus,D,True,1,61.8,706193.0,587919.0,587919.0,100.0,32
436,NV,2,Mark Amodei,R,True,1,56.5,1048056.0,1016673.0,1466122.0,69.34436561213869,32
437,NV,2,Patricia Ackerman,D,False,0,40.7,449363.0,449449.0,1466122.0,30.65563438786131,32
438,NV,3,Susie Lee,D,True,1,48.8,4748019.0,4732009.0,7647225.0,61.87877301897093,32
439,NV,3,Dan Rodimer,R,False,0,45.8,2936059.0,2915216.0,7647225.0,38.12122698102907,32
440,NV,4,Steven Horsford,D,True,1,50.7,3492372.0,3024427.0,4443832.0,68.05898602827469,32
441,NV,4,Jim Marchant,R,False,0,45.8,1462772.0,1419405.0,4443832.0,31.9410139717253,32
442,NH,1,Chris Pappas,D,True,1,51.3,3205731.0,3105663.0,4804424.0,64.64173436815734,33
443,NH,1,Matt Mowers,R,False,0,46.2,1707214.0,1698761.0,4804424.0,35.35826563184265,33
444,NH,2,Ann Kuster,D,True,1,53.9,2960033.0,2970274.0,3349233.0,88.68520046231481,33
445,NH,2,Steve Negron,R,False,0,43.7,368177.0,378959.0,3349233.0,11.314799537685195,33
446,NJ,1,Don Norcross,D,True,1,62.5,2221989.0,1087264.0,1109025.0,98.03782601834945,34
447,NJ,1,Claire Gustafson,R,False,0,37.5,36520.0,21761.0,1109025.0,1.9621739816505488,34
448,NJ,2,Jeff Van Drew,R,True,1,51.9,4229171.0,4041493.0,9020406.0,44.803892419033026,34
449,NJ,2,Amy Kennedy,D,False,0,46.2,4984376.0,4978913.0,9020406.0,55.19610758096698,34
450,NJ,3,Andy Kim,D,True,1,53.2,7241283.0,6753262.0,8223910.0,82.11741130435523,34
451,NJ,3,David Richter,R,False,0,45.5,1473669.0,1470648.0,8223910.0,17.88258869564477,34
452,NJ,4,Chris Smith,R,True,1,59.9,1383085.0,1284522.0,1942533.0,66.12613530889823,34
453,NJ,4,Stephanie Schmid,D,False,0,38.3,699580.0,658011.0,1942533.0,33.87386469110177,34
454,NJ,5,Josh Gottheimer,D,True,1,53.2,7694027.0,3487964.0,5442011.0,64.09329198342304,34
455,NJ,5,Frank Pallotta,R,False,0,45.6,1972033.0,1948705.0,5442011.0,35.80854577471453,34
456,NJ,5,Louis A. Vellucci,I,False,0,1.2,5456.0,5342.0,5442011.0,0.09816224186242917,34
457,NJ,6,Frank Pallone Jr.,D,True,1,61.2,3231755.0,2021737.0,2021737.0,100.0,34
458,NJ,7,Tom Malinowski,D,True,1,50.6,7414403.0,7423758.0,11199200.0,66.28828844917494,34
459,NJ,7,Tom Kean,R,False,0,49.4,3869121.0,3775442.0,11199200.0,33.71171155082506,34
460,NJ,8,Albio Sires,D,True,1,74.0,605810.0,551325.0,551325.0,100.0,34
461,NJ,9,Bill Pascrell Jr.,D,True,1,65.8,1560550.0,1795410.0,1830485.0,98.08384116777795,34
462,NJ,9,Billy Prempeh,R,False,0,31.9,44269.0,35075.0,1830485.0,1.9161588322220615,34
463,NJ,10,Donald M Payne Jr.,D,True,1,83.3,593735.0,457252.0,457252.0,100.0,34
464,NJ,11,Mikie Sherrill,D,True,1,53.3,6419707.0,3733106.0,5419342.0,68.88485723912608,34
465,NJ,11,Rosemary Becchi,R,False,0,46.7,1687532.0,1686236.0,5419342.0,31.11514276087392,34
466,NJ,12,Bonnie Watson Coleman,D,True,1,65.6,798439.0,840651.0,841793.0,99.86433719453595,34
467,NJ,12,Mark Razzoli,R,False,0,32.6,3065.0,1142.0,841793.0,0.13566280546405116,34
468,NM,1,Debra Haaland,D,True,1,58.1,2246734.0,1875766.0,2121356.0,88.42297096762637,35
469,NM,1,Michelle Garcia Holmes,R,False,0,41.9,257294.0,245590.0,2121356.0,11.577029032373632,35
470,NM,2,Xochitl Torres Small,D,True,0,46.3,8387337.0,8539065.0,11460850.0,74.50638477948843,35
471,NM,2,Yvette Herrell,R,False,1,53.7,2805711.0,2921785.0,11460850.0,25.49361522051157,35
472,NM,3,Teresa Leger Fernandez,D,False,1,58.7,2296594.0,2132010.0,2279313.0,93.53739482028138,35
473,NM,3,Alexis Johnson,R,False,0,41.3,147303.0,147303.0,2279313.0,6.462605179718625,35
474,NY,1,Lee Zeldin,R,True,1,55.9,8396981.0,8250116.0,16111093.0,51.20767411621298,36
475,NY,1,Nancy Goroff,D,False,0,44.1,7866239.0,7860977.0,16111093.0,48.79232588378703,36
476,NY,2,Jackie Gordon,D,False,0,46.0,4351881.0,4334484.0,5946616.0,72.8899259679791,36
477,NY,2,Andrew Garbarino,R,False,1,52.9,1743986.0,1612132.0,5946616.0,27.110074032020904,36
478,NY,3,Tom Suozzi,D,True,1,53.2,2941006.0,2331302.0,2922541.0,79.76969356460695,36
479,NY,3,George Santos,R,False,0,46.2,658883.0,591239.0,2922541.0,20.230306435393036,36
480,NY,4,Kathleen Rice,D,True,1,52.0,1106258.0,1210410.0,1341405.0,90.23449293837432,36
481,NY,4,Douglas Tuman,R,False,0,47.3,134937.0,130995.0,1341405.0,9.765507061625684,36
482,NY,5,Gregory Meeks,D,True,1,99.0,2097572.0,1467454.0,1467454.0,100.0,36
483,NY,6,Grace Meng,D,True,1,62.6,1292084.0,1872311.0,2003589.0,93.44785781914354,36
484,NY,6,Thomas Zmich,R,False,0,37.4,133403.0,131278.0,2003589.0,6.552142180856453,36
485,NY,7,Nydia Velazquez,D,True,1,83.0,803217.0,676248.0,676248.0,100.0,36
486,NY,8,Hakeem Jeffries,D,True,1,82.5,4168717.0,3293077.0,3293077.0,100.0,36
487,NY,9,Yvette Clarke,D,True,1,81.5,1200067.0,1190143.0,1190143.0,100.0,36
488,NY,10,Jerrold Nadler,D,True,1,68.5,1848688.0,1950774.0,1979158.0,98.5658547725851,36
489,NY,10,Cathy Bernstein,R,False,0,30.1,49975.0,28384.0,1979158.0,1.4341452274148907,36
490,NY,11,Max Rose,D,True,0,42.0,9284434.0,9499242.0,12946294.0,73.3742181353212,36
491,NY,11,Nicole Malliotakis,R,False,1,57.8,3469995.0,3447052.0,12946294.0,26.625781864678803,36
492,NY,12,Carolyn Maloney,D,True,1,78.9,3067173.0,3059202.0,3059202.0,100.0,36
493,NY,13,Adriano Espaillat,D,True,1,86.0,1087237.0,1252740.0,1292124.0,96.95199531933467,36
494,NY,13,Lovelynn Gwinn,R,False,0,8.0,39384.0,39384.0,1292124.0,3.048004680665323,36
495,NY,14,Alexandria Ocasio-Cortez,D,True,1,68.7,20664795.0,16735422.0,27683180.0,60.453394443846406,36
496,NY,14,John C. Cummings,R,False,0,30.5,11140937.0,10947758.0,27683180.0,39.546605556153594,36
497,NY,15,Ritchie Torres,D,False,1,88.2,2194025.0,1804336.0,1804336.0,100.0,36
498,NY,16,Jamaal Bowman,D,False,1,82.9,2878898.0,2801424.0,2801424.0,100.0,36
499,NY,17,Mondaire Jones,D,False,1,54.1,2984052.0,2186463.0,2246547.0,97.32549552713564,36
500,NY,17,Maureen McArdle Schulman,R,False,0,39.8,54732.0,60084.0,2246547.0,2.674504472864356,36
501,NY,18,Sean Patrick Maloney,D,True,1,51.8,2556294.0,1718525.0,2879052.0,59.69065511842092,36
502,NY,18,Chele Farley,R,False,0,47.3,1186211.0,1152124.0,2879052.0,40.01747797538912,36
503,NY,18,Scott Smith,I,False,0,0.9,8718.0,8403.0,2879052.0,0.2918669061899542,36
504,NY,19,Antonio Delgado,D,True,1,51.5,5949475.0,2963286.0,3083383.0,96.1050249028421,36
505,NY,19,Kyle Van De Water,R,False,0,45.9,153796.0,120097.0,3083383.0,3.8949750971578947,36
506,NY,20,Paul Tonko,D,True,1,56.5,1541984.0,1418994.0,1755839.0,80.81572399291734,36
507,NY,20,Elizabeth Joy,R,False,0,43.4,370852.0,336845.0,1755839.0,19.184276007082655,36
508,NY,21,Elise Stefanik,R,True,1,64.4,13287248.0,11655936.0,17249202.0,67.57376949959773,36
509,NY,21,Tedra Cobb,D,False,0,35.6,5586793.0,5593266.0,17249202.0,32.42623050040228,36
510,NY,23,Tom Reed,R,True,1,57.7,3275177.0,3145027.0,4611155.0,68.20475564148245,36
511,NY,23,Tracy Mitrano,D,False,0,41.4,1450322.0,1466128.0,4611155.0,31.79524435851755,36
512,NY,24,John Katko,R,True,1,53.1,3821107.0,3597234.0,6828042.0,52.68324360043479,36
513,NY,24,Dana Balter,D,False,0,43.0,3212469.0,3230808.0,6828042.0,47.31675639956521,36
514,NY,25,Joseph D Morelle,D,True,1,59.3,1375366.0,1274426.0,1553473.0,82.0372159670622,36
515,NY,25,George Mitris,R,False,0,39.1,301376.0,279047.0,1553473.0,17.96278403293781,36
516,NY,26,Brian Higgins,D,True,1,69.8,1124168.0,984106.0,984106.0,100.0,36
517,NY,27,Chris Jacobs,R,True,1,59.7,2147101.0,2084271.0,3181382.0,65.5146411213743,36
518,NY,27,Nate McMurray,D,False,0,39.0,1150058.0,1097111.0,3181382.0,34.4853588786257,36
519,NC,1,G K Butterfield,D,True,1,54.2,1032869.0,880420.0,2318225.0,37.9781945238275,37
520,NC,1,Sandy Smith,R,False,0,45.8,1458375.0,1437805.0,2318225.0,62.021805476172496,37
521,NC,2,Deborah Ross,D,False,1,63.0,2268381.0,1816923.0,1936358.0,93.83197735129558,37
522,NC,2,Alan Swain,R,False,0,34.8,119664.0,119435.0,1936358.0,6.168022648704423,37
523,NC,3,Greg Murphy,R,True,1,63.4,1767790.0,1505559.0,1505559.0,100.0,37
524,NC,4,David Price,D,True,1,67.3,1161738.0,1014872.0,1014872.0,100.0,37
525,NC,5,Virginia Foxx,R,True,1,66.9,1858388.0,1944629.0,2005297.0,96.97461273816297,37
526,NC,5,David Wilson Brown,D,False,0,31.1,61596.0,60668.0,2005297.0,3.0253872618370243,37
